company_code,company_name,date,opening,high,low,closing,trade Volume,Return
47858,CIPLA LTD.,25-05-2016 00:00,480.0000,480.0000,457.4500,469.8000,15183389,-0.02125
47858,CIPLA LTD.,26-05-2016 00:00,472.7000,473.9000,466.0000,467.9500,4432025,-0.010048657
47858,CIPLA LTD.,27-05-2016 00:00,470.9000,478.5000,469.1000,473.4500,2638981,0.005415162
47858,CIPLA LTD.,30-05-2016 00:00,476.9500,478.5000,470.0000,473.5500,1183625,-0.00712863
47858,CIPLA LTD.,31-05-2016 00:00,475.4000,479.2500,471.0000,472.6500,2368362,-0.005784602
47858,CIPLA LTD.,01-06-2016 00:00,474.7000,474.7000,462.7500,464.9000,1247617,-0.020644618
47858,CIPLA LTD.,02-06-2016 00:00,464.4500,470.0000,459.0000,468.1000,1354914,0.007858758
47858,CIPLA LTD.,03-06-2016 00:00,470.5000,473.9500,462.3000,465.2000,1318109,-0.011264612
47858,CIPLA LTD.,06-06-2016 00:00,468.9500,471.5000,465.4000,466.6500,1409144,-0.004904574
47858,CIPLA LTD.,07-06-2016 00:00,466.6500,471.9000,466.6500,468.3500,1797918,0.003642987
47858,CIPLA LTD.,08-06-2016 00:00,471.8500,474.0000,468.0000,472.1500,811331,0.000635795
47858,CIPLA LTD.,09-06-2016 00:00,473.5500,481.9500,469.1000,479.1000,1695845,0.011719987
47858,CIPLA LTD.,10-06-2016 00:00,475.0000,486.6000,474.5000,476.4500,1704257,0.003052632
47858,CIPLA LTD.,13-06-2016 00:00,474.9500,479.9000,465.5500,468.7000,1271568,-0.01315928
47858,CIPLA LTD.,14-06-2016 00:00,470.1000,484.0000,469.5500,482.7000,2522251,0.026802808
47858,CIPLA LTD.,15-06-2016 00:00,485.9000,492.5500,483.8000,490.0500,1860880,0.008540852
47858,CIPLA LTD.,16-06-2016 00:00,487.8000,488.8500,479.3500,486.6500,1239939,-0.002357524
47858,CIPLA LTD.,17-06-2016 00:00,487.0000,490.0000,484.0500,486.4500,593507,-0.001129363
47858,CIPLA LTD.,20-06-2016 00:00,486.6500,490.9000,482.5500,488.2500,1026672,0.003287784
47858,CIPLA LTD.,21-06-2016 00:00,490.0000,490.0000,480.3000,483.4000,861422,-0.013469388
47858,CIPLA LTD.,22-06-2016 00:00,483.8500,486.5000,480.0000,482.4500,673949,-0.002893459
47858,CIPLA LTD.,23-06-2016 00:00,481.1000,483.0000,474.6500,475.7500,1918112,-0.011120349
47858,CIPLA LTD.,24-06-2016 00:00,468.0000,478.0000,459.6000,476.5500,1875935,0.018269231
47858,CIPLA LTD.,27-06-2016 00:00,475.0000,491.0000,474.0000,489.0500,2362093,0.029578947
47858,CIPLA LTD.,28-06-2016 00:00,490.0000,499.0000,486.5500,497.3500,1775304,0.015
47858,CIPLA LTD.,29-06-2016 00:00,498.8000,504.0000,496.0500,502.4500,1048438,0.007317562
47858,CIPLA LTD.,30-06-2016 00:00,505.0000,506.8000,499.4500,501.0000,2152521,-0.007920792
47858,CIPLA LTD.,01-07-2016 00:00,502.0000,510.0000,499.8500,508.6000,1008068,0.01314741
47858,CIPLA LTD.,04-07-2016 00:00,510.7000,513.4000,508.1000,510.2000,1055119,-0.000979048
47858,CIPLA LTD.,05-07-2016 00:00,510.2000,511.1000,502.7000,507.0000,689915,-0.00627205
47858,CIPLA LTD.,07-07-2016 00:00,505.5000,517.3500,504.0500,514.3000,2078580,0.017408506
47858,CIPLA LTD.,08-07-2016 00:00,518.0000,522.4500,513.0500,520.3000,1828792,0.004440154
47858,CIPLA LTD.,11-07-2016 00:00,525.4000,528.2500,520.0000,522.0000,1441960,-0.00647126
47858,CIPLA LTD.,12-07-2016 00:00,522.5000,522.9000,514.1000,515.7000,891315,-0.013014354
47858,CIPLA LTD.,13-07-2016 00:00,516.0000,519.4500,511.2000,514.6000,1202156,-0.002713178
47858,CIPLA LTD.,14-07-2016 00:00,515.9000,516.6000,507.0000,511.9500,1257722,-0.007656523
47858,CIPLA LTD.,15-07-2016 00:00,513.9500,518.9000,510.2000,516.4000,1004156,0.004767001
47858,CIPLA LTD.,18-07-2016 00:00,517.0500,517.3000,505.3000,506.9500,1459230,-0.019533894
47858,CIPLA LTD.,19-07-2016 00:00,507.0000,510.4000,500.5500,505.8000,1027246,-0.002366864
47858,CIPLA LTD.,20-07-2016 00:00,507.4500,519.4000,505.2500,517.8500,3584904,0.02049463
47858,CIPLA LTD.,21-07-2016 00:00,522.5000,526.9500,514.0000,515.8500,2274652,-0.012727273
47858,CIPLA LTD.,22-07-2016 00:00,516.0000,522.9000,512.3500,520.4000,1188747,0.008527132
47858,CIPLA LTD.,25-07-2016 00:00,514.0500,526.5000,513.0000,524.6000,1337348,0.020523295
47858,CIPLA LTD.,26-07-2016 00:00,527.5000,530.1500,521.7500,523.5500,2105457,-0.007488152
47858,CIPLA LTD.,27-07-2016 00:00,523.0000,529.1500,516.9500,523.1500,894972,0.000286807
47858,CIPLA LTD.,28-07-2016 00:00,523.9000,527.9500,519.0000,520.6500,1347889,-0.006203474
47858,CIPLA LTD.,29-07-2016 00:00,522.4000,535.5000,520.0000,527.4000,1785352,0.00957121
47858,CIPLA LTD.,01-08-2016 00:00,528.8000,535.0000,521.5000,524.0500,955999,-0.008982602
47858,CIPLA LTD.,02-08-2016 00:00,525.1000,529.9500,516.2000,517.9000,1009436,-0.013711674
47858,CIPLA LTD.,03-08-2016 00:00,517.0000,534.9000,515.3000,529.4500,1846161,0.024081238
47858,CIPLA LTD.,04-08-2016 00:00,531.2000,534.0000,523.0000,526.9500,1564658,-0.008000753
47858,CIPLA LTD.,05-08-2016 00:00,530.9000,534.6000,527.2500,533.2500,699384,0.004426446
47858,CIPLA LTD.,08-08-2016 00:00,533.9000,541.2000,531.9500,535.4000,852842,0.002809515
47858,CIPLA LTD.,09-08-2016 00:00,537.8000,540.0000,530.1500,532.9500,886532,-0.009018222
47858,CIPLA LTD.,10-08-2016 00:00,532.5000,533.9500,519.5000,521.2500,809814,-0.021126761
47858,CIPLA LTD.,11-08-2016 00:00,521.5000,525.5000,517.9000,523.9500,761596,0.004697987
47858,CIPLA LTD.,12-08-2016 00:00,524.0000,526.4000,512.1000,515.9500,2124886,-0.015362595
47858,CIPLA LTD.,16-08-2016 00:00,510.2000,557.5500,510.2000,554.1500,8817547,0.086142689
47858,CIPLA LTD.,17-08-2016 00:00,552.0000,564.0000,547.2000,549.8500,3819727,-0.003894928
47858,CIPLA LTD.,18-08-2016 00:00,553.7000,557.5000,548.0000,552.6500,1434412,-0.001896334
47858,CIPLA LTD.,19-08-2016 00:00,552.8500,560.5500,552.5000,556.8000,1598177,0.007144795
47858,CIPLA LTD.,22-08-2016 00:00,557.0000,564.9000,552.3000,557.6000,1218782,0.001077199
47858,CIPLA LTD.,23-08-2016 00:00,557.6000,557.7500,552.0500,555.6500,874783,-0.003497131
47858,CIPLA LTD.,24-08-2016 00:00,559.8000,572.0000,553.8500,567.2000,2340210,0.013219007
47858,CIPLA LTD.,25-08-2016 00:00,570.0000,574.5500,560.0000,562.9000,3471437,-0.01245614
47858,CIPLA LTD.,26-08-2016 00:00,567.5000,571.7000,562.3500,567.2500,2196070,-0.000440529
47858,CIPLA LTD.,29-08-2016 00:00,568.3000,570.3500,562.9000,568.0000,1085860,-0.00052789
47858,CIPLA LTD.,30-08-2016 00:00,570.0000,581.4500,567.7000,576.1000,1075723,0.010701754
47858,CIPLA LTD.,31-08-2016 00:00,581.0500,587.5000,570.0000,572.9500,3596264,-0.013940281
47858,CIPLA LTD.,01-09-2016 00:00,575.0000,581.3000,571.0000,579.1500,960422,0.007217391
47858,CIPLA LTD.,02-09-2016 00:00,580.3000,581.1000,571.5000,577.9500,880437,-0.00404963
47858,CIPLA LTD.,06-09-2016 00:00,585.0000,586.3000,576.0000,578.6000,1189215,-0.010940171
47858,CIPLA LTD.,07-09-2016 00:00,580.0500,585.9500,575.1000,580.7500,1786522,0.001206793
47858,CIPLA LTD.,08-09-2016 00:00,581.2000,598.4000,581.2000,595.1500,1573263,0.024002065
47858,CIPLA LTD.,09-09-2016 00:00,595.1000,595.6000,578.0000,580.5000,1513978,-0.024533692
47858,CIPLA LTD.,12-09-2016 00:00,572.2000,579.2000,562.3000,570.1000,1296182,-0.003670045
47858,CIPLA LTD.,14-09-2016 00:00,570.0000,583.7000,569.8000,577.5000,1579482,0.013157895
47858,CIPLA LTD.,15-09-2016 00:00,579.0000,591.0000,576.8500,585.4000,1294197,0.011053541
47858,CIPLA LTD.,16-09-2016 00:00,587.1000,596.0000,586.1000,593.5500,2145891,0.010986203
47858,CIPLA LTD.,19-09-2016 00:00,594.9000,600.0000,593.2500,597.8000,1213754,0.004874769
47858,CIPLA LTD.,20-09-2016 00:00,598.7000,607.5000,596.0000,602.8500,2209606,0.006931685
47858,CIPLA LTD.,21-09-2016 00:00,602.8500,607.0000,597.1000,601.3500,1578461,-0.002488181
47858,CIPLA LTD.,22-09-2016 00:00,605.0000,610.9500,603.9000,609.1000,1926725,0.00677686
47858,CIPLA LTD.,23-09-2016 00:00,609.0000,617.8000,604.7000,611.5500,1225528,0.004187192
47858,CIPLA LTD.,26-09-2016 00:00,609.0000,615.0000,603.0000,604.5000,1796225,-0.007389163
47858,CIPLA LTD.,27-09-2016 00:00,604.0000,610.3000,601.8500,607.2000,1443938,0.005298013
47858,CIPLA LTD.,28-09-2016 00:00,608.7000,612.4000,602.2500,605.8000,1561039,-0.004764252
47858,CIPLA LTD.,29-09-2016 00:00,608.0000,611.0000,585.7500,602.8500,2252434,-0.008470395
47858,CIPLA LTD.,30-09-2016 00:00,601.8500,603.9000,562.2500,580.0500,6967821,-0.03622165
47858,CIPLA LTD.,03-10-2016 00:00,584.7000,591.7000,582.2000,588.8500,1146677,0.007097657
47858,CIPLA LTD.,04-10-2016 00:00,590.3000,603.8500,590.3000,597.8000,1656807,0.012705404
47858,CIPLA LTD.,05-10-2016 00:00,600.0000,600.1500,590.0000,591.6500,961556,-0.013916667
47858,CIPLA LTD.,06-10-2016 00:00,592.5000,596.8000,576.8500,578.8000,1504743,-0.023122363
47858,CIPLA LTD.,07-10-2016 00:00,578.8500,583.4000,566.5000,570.0500,1317543,-0.015202557
47858,CIPLA LTD.,10-10-2016 00:00,570.2500,584.4000,570.2500,580.6500,929998,0.018237615
47858,CIPLA LTD.,13-10-2016 00:00,596.9500,599.0000,580.5000,582.0000,3834775,-0.025043974
47858,CIPLA LTD.,14-10-2016 00:00,584.7500,590.0000,583.0000,587.0000,1054501,0.003847798
47858,CIPLA LTD.,17-10-2016 00:00,589.0000,592.0500,583.6500,586.0000,1344977,-0.005093379
47858,CIPLA LTD.,18-10-2016 00:00,587.0000,594.0000,582.2500,592.7500,1213156,0.009795571
47858,CIPLA LTD.,19-10-2016 00:00,591.2000,598.8000,591.2000,596.3500,1001409,0.008711096
47858,CIPLA LTD.,20-10-2016 00:00,596.5000,600.5000,593.8000,596.6000,913371,0.000167645
47858,CIPLA LTD.,21-10-2016 00:00,597.5000,597.5000,570.0000,583.2500,1792780,-0.023849372
47858,CIPLA LTD.,24-10-2016 00:00,585.0000,594.4000,582.0000,584.7000,992033,-0.000512821
47858,CIPLA LTD.,25-10-2016 00:00,586.0000,594.5000,582.7000,584.5000,831989,-0.002559727
47858,CIPLA LTD.,26-10-2016 00:00,583.0000,584.9000,575.1500,577.6500,814132,-0.009176672
47858,CIPLA LTD.,27-10-2016 00:00,578.0000,588.0000,570.5000,585.7500,779140,0.013408304
47858,CIPLA LTD.,28-10-2016 00:00,585.5000,586.8500,573.7000,575.1500,911117,-0.017677199
47858,CIPLA LTD.,30-10-2016 00:00,578.6500,580.6000,575.4000,578.7500,104038,0.000172816
47858,CIPLA LTD.,01-11-2016 00:00,579.4500,579.4500,570.1000,571.7500,880843,-0.013288463
47858,CIPLA LTD.,02-11-2016 00:00,569.9500,569.9500,557.5500,560.1000,806345,-0.017282218
47858,CIPLA LTD.,03-11-2016 00:00,556.0000,563.8000,556.0000,560.0000,701598,0.007194245
47858,CIPLA LTD.,04-11-2016 00:00,556.1000,565.5000,538.0000,544.7000,1517311,-0.02049991
47858,CIPLA LTD.,07-11-2016 00:00,549.5000,555.7500,544.0000,545.7500,939497,-0.006824386
47858,CIPLA LTD.,08-11-2016 00:00,549.7000,550.9000,530.2000,535.3000,1015538,-0.026196107
47858,CIPLA LTD.,09-11-2016 00:00,512.1000,532.0000,486.5500,526.3000,3810958,0.027728959
47858,CIPLA LTD.,10-11-2016 00:00,545.0000,568.0000,545.0000,563.7000,3982787,0.034311927
47858,CIPLA LTD.,11-11-2016 00:00,559.7000,564.0000,545.2500,547.9500,1232505,-0.020993389
47858,CIPLA LTD.,15-11-2016 00:00,547.6000,561.0500,528.6000,552.4000,1505372,0.008765522
47858,CIPLA LTD.,16-11-2016 00:00,562.0000,564.8500,535.5000,538.1500,1169205,-0.042437722
47858,CIPLA LTD.,17-11-2016 00:00,539.0000,549.3500,536.1000,545.7000,924167,0.012430427
47858,CIPLA LTD.,18-11-2016 00:00,541.2000,555.6500,541.2000,550.9500,1214083,0.018015521
47858,CIPLA LTD.,21-11-2016 00:00,550.0000,555.3500,542.1000,545.1000,1056778,-0.008909091
47858,CIPLA LTD.,22-11-2016 00:00,547.1000,559.3500,543.5000,550.5000,1300502,0.006214586
47858,CIPLA LTD.,23-11-2016 00:00,554.9000,559.4000,547.1500,552.8000,1520986,-0.003784466
47858,CIPLA LTD.,24-11-2016 00:00,551.4000,558.3000,545.0500,553.6500,1816603,0.004080522
47858,CIPLA LTD.,25-11-2016 00:00,557.0000,569.9500,548.5000,565.0500,1022658,0.014452424
47858,CIPLA LTD.,28-11-2016 00:00,569.3000,577.0000,568.0500,570.5500,1224023,0.002195679
47858,CIPLA LTD.,29-11-2016 00:00,573.0000,573.9500,564.3000,569.1500,832424,-0.006719023
47858,CIPLA LTD.,30-11-2016 00:00,570.0000,573.2500,563.5000,566.6000,1366319,-0.005964912
47858,CIPLA LTD.,01-12-2016 00:00,567.0000,579.8500,566.1000,568.2000,1064251,0.002116402
47858,CIPLA LTD.,02-12-2016 00:00,566.0000,573.9000,566.0000,571.2000,984594,0.009187279
47858,CIPLA LTD.,05-12-2016 00:00,573.5000,581.4000,571.3500,573.0000,1158108,-0.00087184
47858,CIPLA LTD.,06-12-2016 00:00,575.0000,580.4500,570.9500,574.8500,779936,-0.00026087
47858,CIPLA LTD.,07-12-2016 00:00,577.4500,577.6000,569.4000,570.8500,694556,-0.011429561
47858,CIPLA LTD.,08-12-2016 00:00,573.5000,583.9000,570.2000,582.7500,1177494,0.016129032
47858,CIPLA LTD.,09-12-2016 00:00,586.0000,586.0000,576.4500,578.9000,539344,-0.012116041
47858,CIPLA LTD.,12-12-2016 00:00,576.4000,582.0000,572.6000,574.8000,848042,-0.00277585
47858,CIPLA LTD.,13-12-2016 00:00,574.1000,581.2000,570.5000,578.8500,553306,0.00827382
47858,CIPLA LTD.,14-12-2016 00:00,579.0000,579.6500,564.2500,568.0000,585671,-0.018998273
47858,CIPLA LTD.,15-12-2016 00:00,568.0000,576.5500,559.1000,563.1500,1032429,-0.008538732
47858,CIPLA LTD.,16-12-2016 00:00,562.9000,569.9000,561.3500,566.2000,665505,0.005862498
47858,CIPLA LTD.,19-12-2016 00:00,565.0000,574.5000,561.4000,569.1500,997716,0.007345133
47858,CIPLA LTD.,20-12-2016 00:00,572.8500,573.8000,562.0000,563.1000,873053,-0.017020162
47858,CIPLA LTD.,21-12-2016 00:00,565.0000,567.4000,561.9000,562.8000,743830,-0.003893805
47858,CIPLA LTD.,22-12-2016 00:00,562.3000,565.9500,560.0000,561.4000,1870565,-0.001600569
47858,CIPLA LTD.,23-12-2016 00:00,561.0000,589.1500,552.0000,582.3000,2585856,0.037967914
47858,CIPLA LTD.,26-12-2016 00:00,581.3000,581.3000,548.1000,554.9500,2106357,-0.045329434
47858,CIPLA LTD.,27-12-2016 00:00,559.0000,566.2000,555.1500,563.6500,1063407,0.008318426
47858,CIPLA LTD.,28-12-2016 00:00,567.0000,572.0000,560.8000,562.4000,743252,-0.008112875
47858,CIPLA LTD.,29-12-2016 00:00,563.1000,569.0000,562.7500,564.8500,985947,0.003107796
47858,CIPLA LTD.,30-12-2016 00:00,565.6000,573.4500,565.6000,568.8000,673901,0.005657709
47858,CIPLA LTD.,02-01-2017 00:00,569.7500,572.4500,563.2500,566.0000,520139,-0.006581834
47858,CIPLA LTD.,03-01-2017 00:00,566.8000,576.8000,562.0000,573.6500,626867,0.012085392
47858,CIPLA LTD.,04-01-2017 00:00,572.9500,576.0000,567.5000,568.2500,729355,-0.008203159
47858,CIPLA LTD.,05-01-2017 00:00,570.2000,581.5000,569.3000,579.8500,919562,0.016923886
47858,CIPLA LTD.,06-01-2017 00:00,580.0500,591.0000,577.2000,582.8500,851729,0.00482717
47858,CIPLA LTD.,09-01-2017 00:00,583.5500,588.9500,574.9000,576.7000,545949,-0.011738497
47858,CIPLA LTD.,10-01-2017 00:00,577.5000,582.9000,573.6000,574.9000,430654,-0.004502165
47858,CIPLA LTD.,11-01-2017 00:00,576.9500,579.0000,569.5000,576.9500,543706,0
47858,CIPLA LTD.,12-01-2017 00:00,573.9500,587.8000,567.3000,586.2500,1086059,0.021430438
47858,CIPLA LTD.,13-01-2017 00:00,587.0000,589.1000,579.4500,583.4000,557024,-0.006132879
47858,CIPLA LTD.,16-01-2017 00:00,577.4000,592.0000,577.4000,588.8000,634510,0.019743679
47858,CIPLA LTD.,17-01-2017 00:00,590.5000,592.0000,581.2000,587.2500,737937,-0.00550381
47858,CIPLA LTD.,18-01-2017 00:00,588.8000,593.4000,577.3500,580.8000,591422,-0.013586957
47858,CIPLA LTD.,19-01-2017 00:00,582.3000,587.4000,573.3500,580.3500,772657,-0.003348789
47858,CIPLA LTD.,20-01-2017 00:00,583.8000,592.5000,574.4000,577.6000,1100568,-0.010620075
47858,CIPLA LTD.,23-01-2017 00:00,574.4500,583.4500,573.0000,575.7500,1197343,0.002263034
47858,CIPLA LTD.,24-01-2017 00:00,574.7000,581.3000,574.1000,579.9000,527089,0.009048199
47858,CIPLA LTD.,25-01-2017 00:00,581.2500,588.8500,577.6500,585.6500,888914,0.007569892
47858,CIPLA LTD.,27-01-2017 00:00,584.7000,591.4000,579.4500,580.1500,622149,-0.007781768
47858,CIPLA LTD.,30-01-2017 00:00,578.7000,584.5500,577.1500,582.2500,589553,0.006134439
47858,CIPLA LTD.,31-01-2017 00:00,581.5500,583.0000,572.6000,575.3500,712955,-0.010661164
47858,CIPLA LTD.,01-02-2017 00:00,573.0000,579.2500,566.3000,572.1500,873328,-0.001483421
47858,CIPLA LTD.,02-02-2017 00:00,575.0000,587.0000,567.0500,584.3500,1033116,0.01626087
47858,CIPLA LTD.,03-02-2017 00:00,584.3000,611.5000,580.4000,607.9000,2491068,0.040390211
47858,CIPLA LTD.,06-02-2017 00:00,610.3500,621.2500,599.1000,601.6000,2513820,-0.014336037
47858,CIPLA LTD.,07-02-2017 00:00,601.8000,608.0000,594.6000,597.5500,1084820,-0.007062147
47858,CIPLA LTD.,08-02-2017 00:00,600.0000,609.0000,597.7500,603.2000,2122225,0.005333333
47858,CIPLA LTD.,09-02-2017 00:00,611.0000,611.5500,584.4500,587.6500,4192748,-0.038216039
47858,CIPLA LTD.,10-02-2017 00:00,592.0000,593.7500,576.8000,579.9500,1485266,-0.02035473
47858,CIPLA LTD.,13-02-2017 00:00,582.7000,585.4000,576.0500,582.6500,946922,-8.58074E-05
47858,CIPLA LTD.,14-02-2017 00:00,582.0000,586.6000,574.1000,576.0500,816754,-0.010223368
47858,CIPLA LTD.,15-02-2017 00:00,577.5000,578.6500,571.1500,574.2500,1441907,-0.005627706
47858,CIPLA LTD.,16-02-2017 00:00,575.0000,585.4000,574.5000,584.6000,1156826,0.016695652
47858,CIPLA LTD.,17-02-2017 00:00,585.9000,596.4500,580.6500,593.2500,1209276,0.012544803
47858,CIPLA LTD.,20-02-2017 00:00,593.2000,597.7500,582.0000,592.7500,1008015,-0.000758597
47858,CIPLA LTD.,21-02-2017 00:00,591.9000,595.0000,588.5000,593.1000,712028,0.002027369
47858,CIPLA LTD.,22-02-2017 00:00,592.2000,592.9000,586.0000,589.2500,942703,-0.004981425
47858,CIPLA LTD.,23-02-2017 00:00,589.3000,594.2000,586.0500,592.4000,1263865,0.005260479
47858,CIPLA LTD.,27-02-2017 00:00,592.0000,594.9000,581.3500,585.2500,867683,-0.011402027
47858,CIPLA LTD.,28-02-2017 00:00,587.7000,592.8000,582.6000,583.7000,749802,-0.006806194
47858,CIPLA LTD.,01-03-2017 00:00,585.7000,592.9000,584.2000,586.3000,808027,0.001024415
47858,CIPLA LTD.,02-03-2017 00:00,588.3000,591.9500,586.4000,589.2500,1571599,0.001614822
47858,CIPLA LTD.,03-03-2017 00:00,588.9500,596.7000,585.0000,588.6000,759454,-0.000594278
47858,CIPLA LTD.,06-03-2017 00:00,592.0000,595.0000,588.2000,590.1000,943409,-0.003209459
47858,CIPLA LTD.,07-03-2017 00:00,591.7000,591.7000,586.1000,588.0500,475240,-0.006168667
47858,CIPLA LTD.,08-03-2017 00:00,591.7500,593.3500,583.0500,591.8500,1055453,0.00016899
47858,CIPLA LTD.,09-03-2017 00:00,588.8000,593.4500,585.2500,589.2000,690612,0.000679348
47858,CIPLA LTD.,10-03-2017 00:00,589.2000,591.5000,587.0500,589.1000,558480,-0.000169722
47858,CIPLA LTD.,14-03-2017 00:00,597.0000,601.5000,590.3500,600.2000,1324778,0.005360134
47858,CIPLA LTD.,15-03-2017 00:00,602.0000,605.8500,598.5500,600.2000,1479366,-0.002990033
47858,CIPLA LTD.,16-03-2017 00:00,605.1000,605.9000,598.0500,601.4000,852049,-0.006114692
47858,CIPLA LTD.,17-03-2017 00:00,604.5000,604.5000,594.2500,597.3000,2189719,-0.01191067
47858,CIPLA LTD.,20-03-2017 00:00,597.5000,601.5000,593.4500,596.3000,1027093,-0.002008368
47858,CIPLA LTD.,21-03-2017 00:00,598.5000,598.5000,590.3000,591.8500,861663,-0.011111111
47858,CIPLA LTD.,22-03-2017 00:00,588.9000,598.4500,587.9000,595.2000,1018355,0.010697911
47858,CIPLA LTD.,23-03-2017 00:00,595.8000,598.2000,582.2000,596.2500,1555876,0.000755287
47858,CIPLA LTD.,24-03-2017 00:00,595.0000,598.2500,591.5000,593.9500,930175,-0.001764706
47858,CIPLA LTD.,27-03-2017 00:00,597.0000,597.0000,590.0000,592.1000,1038435,-0.008207705
47858,CIPLA LTD.,28-03-2017 00:00,592.0000,596.0000,591.4500,594.1500,772698,0.003631757
47858,CIPLA LTD.,29-03-2017 00:00,595.0000,596.5500,591.9000,593.1500,1047812,-0.003109244
47858,CIPLA LTD.,30-03-2017 00:00,594.5000,600.8500,591.8000,598.3500,2096305,0.00647603
47858,CIPLA LTD.,31-03-2017 00:00,598.0000,598.9000,591.0000,592.9500,2242680,-0.008444816
47858,CIPLA LTD.,03-04-2017 00:00,595.3000,595.3000,590.1000,592.6500,758083,-0.004451537
47858,CIPLA LTD.,05-04-2017 00:00,600.0000,603.9000,590.4500,593.0500,1926049,-0.011583333
47858,CIPLA LTD.,06-04-2017 00:00,591.5000,593.6500,587.0500,590.3000,1436914,-0.00202874
47858,CIPLA LTD.,07-04-2017 00:00,590.3500,593.4500,585.1500,590.0000,1958876,-0.000592869
47858,CIPLA LTD.,10-04-2017 00:00,591.0000,594.2000,588.2500,589.6500,1177737,-0.002284264
47858,CIPLA LTD.,11-04-2017 00:00,590.0000,591.6500,575.1000,580.0500,2103296,-0.016864407
47858,CIPLA LTD.,12-04-2017 00:00,575.0000,582.0000,570.6500,579.4000,1188457,0.007652174
47858,CIPLA LTD.,13-04-2017 00:00,580.5000,582.9500,574.7000,577.2500,1038273,-0.005598622
47858,CIPLA LTD.,17-04-2017 00:00,580.0000,580.0000,573.0500,576.5000,487497,-0.006034483
47858,CIPLA LTD.,18-04-2017 00:00,576.5000,578.2500,573.2500,575.8000,1062574,-0.001214224
47858,CIPLA LTD.,19-04-2017 00:00,576.0000,577.0000,572.7500,575.4000,1078477,-0.001041667
47858,CIPLA LTD.,20-04-2017 00:00,576.0000,577.2000,573.3000,574.0500,1339006,-0.003385417
47858,CIPLA LTD.,21-04-2017 00:00,573.0000,574.0000,562.7000,564.4500,1256922,-0.014921466
47858,CIPLA LTD.,24-04-2017 00:00,565.0000,565.1000,553.6500,557.0500,1997176,-0.014070796
47858,CIPLA LTD.,25-04-2017 00:00,556.9500,561.6000,550.3000,552.9500,1543039,-0.007181973
47858,CIPLA LTD.,26-04-2017 00:00,549.8000,561.0000,545.4000,556.7500,1425158,0.01264096
47858,CIPLA LTD.,27-04-2017 00:00,560.0000,564.8000,555.0500,561.7000,2343761,0.003035714
47858,CIPLA LTD.,28-04-2017 00:00,561.9500,561.9500,555.0000,557.4500,865584,-0.00800783
47858,CIPLA LTD.,02-05-2017 00:00,558.0000,559.0000,553.8000,555.3500,1380964,-0.004749104
47858,CIPLA LTD.,03-05-2017 00:00,554.6000,558.3500,553.2000,556.0500,798476,0.002614497
47858,CIPLA LTD.,04-05-2017 00:00,557.6000,557.6000,548.2000,549.9500,1271612,-0.013719512
47858,CIPLA LTD.,05-05-2017 00:00,549.0000,554.4000,544.1500,549.9500,560799,0.001730419
47858,CIPLA LTD.,08-05-2017 00:00,549.9500,554.8000,546.5000,551.5500,302450,0.002909355
47858,CIPLA LTD.,09-05-2017 00:00,552.0000,554.0000,545.0500,552.9500,652189,0.001721014
47858,CIPLA LTD.,10-05-2017 00:00,552.8500,562.5500,551.2500,561.0500,718502,0.014832233
47858,CIPLA LTD.,11-05-2017 00:00,562.4500,565.0000,558.3000,561.9500,566621,-0.000888968
47858,CIPLA LTD.,12-05-2017 00:00,560.1000,569.8500,557.1500,567.9500,725246,0.014015354
47858,CIPLA LTD.,15-05-2017 00:00,567.0000,572.4500,561.0000,569.0000,606569,0.003527337
47858,CIPLA LTD.,16-05-2017 00:00,566.6500,570.0000,564.0000,565.6000,330195,-0.001852996
47858,CIPLA LTD.,17-05-2017 00:00,565.1000,566.0000,560.0500,562.3500,895238,-0.004866395
47858,CIPLA LTD.,18-05-2017 00:00,559.3000,564.9500,556.8000,560.1000,2155599,0.001430359
47858,CIPLA LTD.,19-05-2017 00:00,561.3000,566.6500,558.6500,564.9500,685662,0.006502761
47858,CIPLA LTD.,22-05-2017 00:00,567.0000,567.7000,553.1000,563.1000,948063,-0.006878307
47858,CIPLA LTD.,23-05-2017 00:00,558.6000,558.8000,531.2500,533.2000,1225772,-0.04547082
47858,CIPLA LTD.,24-05-2017 00:00,531.0000,536.3500,514.0000,519.6500,1340656,-0.021374765
47858,CIPLA LTD.,25-05-2017 00:00,522.0000,525.0000,496.4000,504.0000,4378940,-0.034482759
47858,CIPLA LTD.,26-05-2017 00:00,483.0000,504.7500,480.2000,488.9000,7010307,0.012215321
47858,CIPLA LTD.,29-05-2017 00:00,492.0000,507.5000,488.9000,505.3500,4118338,0.027134146
47858,CIPLA LTD.,30-05-2017 00:00,504.8000,517.6000,501.4000,510.5000,1047968,0.011291601
47858,CIPLA LTD.,31-05-2017 00:00,514.8000,520.1000,505.0000,516.3500,1366315,0.003010878
47858,CIPLA LTD.,01-06-2017 00:00,519.7000,529.9000,513.0500,515.5500,1433241,-0.007985376
47858,CIPLA LTD.,02-06-2017 00:00,517.7000,533.9000,517.7000,530.0500,2152367,0.023855515
47858,CIPLA LTD.,05-06-2017 00:00,531.3000,536.7000,528.0000,534.8000,802335,0.006587615
47858,CIPLA LTD.,06-06-2017 00:00,537.7000,539.5500,522.3500,534.6500,765557,-0.005672308
47858,CIPLA LTD.,07-06-2017 00:00,536.4000,543.4500,530.7000,540.2000,719071,0.007084265
